trial_id,stim_id,param_id,sample_n_mean,sample_n_std
0,36,0,34.15,45.900665056528084
8,33,0,32.85,28.810222966308697
2,39,0,32.75,31.599258818756123
19,22,0,39.0,44.08604027771627
14,44,0,20.25,26.850218072230174
18,34,0,10.2,13.813037319865606
1,11,0,28.1,39.365894937249
1,12,0,38.2,40.138706873461736
17,16,0,33.1,66.85483094775299
4,47,0,27.15,28.122429707114193
9,0,0,24.75,30.547417842464284
12,37,0,46.3,55.15156150864728
4,43,0,60.2,100.27625000861107
3,13,0,26.65,45.566925909502665
7,5,0,16.05,20.187215860799785
14,44,0,31.5,29.202559368730178
16,39,0,32.7,45.381540415969965
15,2,0,43.4,41.12292227994145
4,27,0,23.15,32.645262411179004
4,37,0,26.75,33.14858891971755
2,37,0,34.35,30.411692695928302
19,1,0,20.5,28.47621352711953
5,8,0,33.05,39.900501249984316
4,30,0,34.0,44.358586660604004
0,30,0,46.2,61.545532994515106
19,19,0,22.25,26.671244124672825
16,43,0,34.25,37.02755019825388
18,45,0,26.3,36.13148503073622
14,27,0,22.7,27.900386716806786
15,23,0,16.65,20.00598594631643
1,8,0,43.5,47.752101083562145
15,13,0,29.55,56.827046007114745
3,21,0,20.0,19.692370951315397
5,0,0,27.25,36.91223588316937
0,44,0,16.35,19.222451237522943
18,38,0,33.8,30.45548952332343
17,8,0,21.4,22.630673176488866
6,44,0,28.15,33.66753082094004
14,25,0,32.35,42.01663204519197
18,44,0,42.75,80.43099363331342
12,44,0,28.5,33.66788255577523
18,28,0,19.3,18.356412904945294
3,3,0,24.55,25.140604606890424
17,6,0,25.05,26.438558365029145
4,24,0,30.4,34.904983809433894
19,6,0,32.7,38.044433855275344
7,3,0,22.75,26.81883666380777
2,46,0,17.2,22.809508635885305
14,35,0,15.7,23.391631432044914
11,5,0,38.55,53.06150849919861
17,9,0,32.2,67.48223937880951
18,38,0,15.9,17.010523058884523
12,31,0,32.25,36.96922617814074
6,39,0,33.7,34.921114107747414
3,21,0,23.15,30.517078911048444
9,20,0,41.9,58.62988280642165
18,30,0,28.85,36.125912845869635
18,24,0,30.15,39.549136659683434
15,11,0,23.85,28.716903146331592
13,23,0,20.75,29.81676497684164
4,38,0,23.45,27.22513351182767
11,15,0,18.55,27.626217524967874
7,5,0,38.05,39.59063552221196
14,42,0,24.3,22.280744577939227
12,40,0,35.1,36.61449238527798
12,41,0,39.1,43.311478969510105
7,21,0,42.5,54.97798602503024
1,21,0,56.25,52.8711193673625
12,32,0,24.25,21.061001625603758
1,1,0,47.65,48.12295108420338
2,41,0,22.75,20.201289693065586
0,24,0,39.8,35.78385404796856
16,35,0,23.85,27.482578213536623
14,40,0,21.2,26.474615448725494
10,43,0,41.85,45.510293803767766
13,12,0,16.95,21.81857007230309
16,24,0,47.95,51.302482755146514
14,37,0,23.1,22.557295470587086
3,7,0,29.2,34.03187360479337
0,34,0,22.3,30.59256875710006
8,39,0,26.8,26.94165235428123
7,13,0,52.7,54.86452213838816
17,18,0,35.3,29.787139577517785
13,7,0,26.85,23.822313732694973
14,47,0,34.05,32.15010026995905
3,13,0,30.05,34.70549023759178
4,45,0,31.5,43.30248564641405
4,29,0,17.75,21.615966321217286
5,3,0,28.9,37.717649086754854
8,47,0,20.7,23.71563996495495
13,14,0,56.0,72.88707921016916
8,37,0,36.45,40.025616797246236
8,47,0,48.3,57.825599867186845
13,1,0,29.3,45.77530936398377
4,37,0,44.8,54.41613537797115
1,4,0,30.0,32.04930412250541
10,47,0,28.3,32.34208599202886
17,0,0,18.95,21.463494099222714
2,26,0,22.45,29.13936566878125
6,43,0,36.75,39.87595898863321
12,28,0,24.85,22.09852340863763
12,28,0,10.65,16.268390403349358
3,1,0,30.4,31.819226230295687
17,17,0,21.95,28.113444994765125
8,36,0,27.65,46.3411548364836
14,27,0,13.75,16.695019742741437
9,21,0,22.15,21.626676996125333
7,10,0,16.8,18.62256695517565
5,19,0,17.55,30.28022630799113
0,47,0,47.55,57.98409491539809
0,47,0,23.95,25.68324253999913
3,17,0,36.15,35.41078485730761
8,35,0,24.55,26.705952421451705
9,23,0,53.75,44.66704307251718
13,4,0,39.1,51.487249315779756
