param_id,linking_hypothesis,mu_prior,hypothetical_obs_grid_n,max_observation,batch_n,jitter_n,quad_a,quad_b,quad_c,V_prior,alpha_prior,beta_prior,epsilon,mu_epsilon,sd_epsilon,world_EIGs,forced_exposure_max
149,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.1,8.0,5
150,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,0.5,3
151,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,0.5,5
152,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,1.0,3
153,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,1.0,5
154,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,8.0,3
155,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,0.5,8.0,5
156,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,1.0,0.5,3
157,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,1.0,0.5,5
158,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,1.0,1.0,3
159,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,1.0,1.0,5
160,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,1.0,8.0,3
161,surprisal,0,5,500,2,20,999,999,999,1,10.0,10.0,0.0001,0.001,1.0,8.0,5
162,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.1,0.5,3
163,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.1,0.5,5
164,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.1,1.0,3
165,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.1,1.0,5
166,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.1,8.0,3
167,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.1,8.0,5
168,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.5,0.5,3
169,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.5,0.5,5
170,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.5,1.0,3
171,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.5,1.0,5
172,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.5,8.0,3
173,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,0.5,8.0,5
174,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,1.0,0.5,3
175,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,1.0,0.5,5
176,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,1.0,1.0,3
177,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,1.0,1.0,5
178,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,1.0,8.0,3
179,surprisal,0,5,500,2,20,999,999,999,2,0.1,0.1,0.0001,0.001,1.0,8.0,5
180,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.1,0.5,3
181,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.1,0.5,5
182,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.1,1.0,3
183,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.1,1.0,5
184,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.1,8.0,3
185,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.1,8.0,5
186,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.5,0.5,3
187,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.5,0.5,5
188,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.5,1.0,3
189,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.5,1.0,5
190,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.5,8.0,3
191,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,0.5,8.0,5
192,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,1.0,0.5,3
193,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,1.0,0.5,5
194,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,1.0,1.0,3
195,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,1.0,1.0,5
196,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,1.0,8.0,3
197,surprisal,0,5,500,2,20,999,999,999,2,0.1,1.0,0.0001,0.001,1.0,8.0,5
198,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.1,0.5,3
199,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.1,0.5,5
200,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.1,1.0,3
201,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.1,1.0,5
202,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.1,8.0,3
203,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.1,8.0,5
204,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.5,0.5,3
205,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.5,0.5,5
206,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.5,1.0,3
207,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.5,1.0,5
208,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.5,8.0,3
209,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,0.5,8.0,5
210,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,1.0,0.5,3
211,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,1.0,0.5,5
212,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,1.0,1.0,3
213,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,1.0,1.0,5
214,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,1.0,8.0,3
215,surprisal,0,5,500,2,20,999,999,999,2,0.1,10.0,0.0001,0.001,1.0,8.0,5
216,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.1,0.5,3
217,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.1,0.5,5
218,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.1,1.0,3
219,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.1,1.0,5
220,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.1,8.0,3
221,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.1,8.0,5
222,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.5,0.5,3
223,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.5,0.5,5
224,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.5,1.0,3
225,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.5,1.0,5
226,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.5,8.0,3
227,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,0.5,8.0,5
228,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,1.0,0.5,3
229,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,1.0,0.5,5
230,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,1.0,1.0,3
231,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,1.0,1.0,5
232,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,1.0,8.0,3
233,surprisal,0,5,500,2,20,999,999,999,2,1.0,0.1,0.0001,0.001,1.0,8.0,5
234,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.1,0.5,3
235,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.1,0.5,5
236,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.1,1.0,3
237,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.1,1.0,5
238,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.1,8.0,3
239,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.1,8.0,5
240,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.5,0.5,3
241,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.5,0.5,5
242,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.5,1.0,3
243,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.5,1.0,5
244,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.5,8.0,3
245,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,0.5,8.0,5
246,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,1.0,0.5,3
247,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,1.0,0.5,5
248,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,1.0,1.0,3
249,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,1.0,1.0,5
250,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,1.0,8.0,3
251,surprisal,0,5,500,2,20,999,999,999,2,1.0,1.0,0.0001,0.001,1.0,8.0,5
252,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.1,0.5,3
253,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.1,0.5,5
254,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.1,1.0,3
255,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.1,1.0,5
256,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.1,8.0,3
257,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.1,8.0,5
258,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.5,0.5,3
259,surprisal,0,5,500,2,20,999,999,999,2,1.0,10.0,0.0001,0.001,0.5,0.5,5
