,embedding_type,feature_n,fam_duration,trial_id,fam,test,violation_type,stim_id
731,resnet_pa,3,7,15,animate_006_right.png,animate_005_right.png,identity,11
732,resnet_pa,3,7,15,animate_007_left.png,animate_008_left.png,identity,12
733,resnet_pa,3,7,15,animate_008_left.png,animate_007_left.png,identity,13
734,resnet_pa,3,7,15,animate_007_right.png,animate_008_right.png,identity,14
735,resnet_pa,3,7,15,animate_008_right.png,animate_007_right.png,identity,15
736,resnet_pa,3,7,15,animate_009_left.png,animate_010_left.png,identity,16
737,resnet_pa,3,7,15,animate_010_left.png,animate_009_left.png,identity,17
738,resnet_pa,3,7,15,animate_009_right.png,animate_010_right.png,identity,18
739,resnet_pa,3,7,15,animate_010_right.png,animate_009_right.png,identity,19
740,resnet_pa,3,7,15,animate_011_left.png,animate_012_left.png,identity,20
741,resnet_pa,3,7,15,animate_012_left.png,animate_011_left.png,identity,21
742,resnet_pa,3,7,15,animate_011_right.png,animate_012_right.png,identity,22
743,resnet_pa,3,7,15,animate_012_right.png,animate_012_right.png,identity,23
792,resnet_pa,3,8,16,animate_001_left.png,animate_001_left.png,background,24
793,resnet_pa,3,8,16,animate_002_left.png,animate_002_left.png,background,25
794,resnet_pa,3,8,16,animate_001_right.png,animate_001_right.png,background,26
795,resnet_pa,3,8,16,animate_002_right.png,animate_002_right.png,background,27
796,resnet_pa,3,8,16,animate_003_left.png,animate_003_left.png,background,28
797,resnet_pa,3,8,16,animate_004_left.png,animate_004_left.png,background,29
798,resnet_pa,3,8,16,animate_003_right.png,animate_003_right.png,background,30
799,resnet_pa,3,8,16,animate_004_right.png,animate_004_right.png,background,31
800,resnet_pa,3,8,16,animate_005_left.png,animate_005_left.png,background,32
801,resnet_pa,3,8,16,animate_006_left.png,animate_006_left.png,background,33
802,resnet_pa,3,8,16,animate_005_right.png,animate_005_right.png,background,34
803,resnet_pa,3,8,16,animate_006_right.png,animate_006_right.png,background,35
804,resnet_pa,3,8,16,animate_007_left.png,animate_007_left.png,background,36
805,resnet_pa,3,8,16,animate_008_left.png,animate_008_left.png,background,37
806,resnet_pa,3,8,16,animate_007_right.png,animate_007_right.png,background,38
807,resnet_pa,3,8,16,animate_008_right.png,animate_008_right.png,background,39
808,resnet_pa,3,8,16,animate_009_left.png,animate_009_left.png,background,40
809,resnet_pa,3,8,16,animate_010_left.png,animate_010_left.png,background,41
810,resnet_pa,3,8,16,animate_009_right.png,animate_009_right.png,background,42
811,resnet_pa,3,8,16,animate_010_right.png,animate_010_right.png,background,43
812,resnet_pa,3,8,16,animate_011_left.png,animate_011_left.png,background,44
813,resnet_pa,3,8,16,animate_012_left.png,animate_012_left.png,background,45
814,resnet_pa,3,8,16,animate_011_right.png,animate_011_right.png,background,46
815,resnet_pa,3,8,16,animate_012_right.png,animate_012_right.png,background,47
816,resnet_pa,3,8,17,animate_001_left.png,animate_002_left.png,identity,0
817,resnet_pa,3,8,17,animate_002_left.png,animate_001_left.png,identity,1
818,resnet_pa,3,8,17,animate_001_right.png,animate_002_right.png,identity,2
819,resnet_pa,3,8,17,animate_002_right.png,animate_001_right.png,identity,3
820,resnet_pa,3,8,17,animate_003_left.png,animate_004_left.png,identity,4
821,resnet_pa,3,8,17,animate_004_left.png,animate_003_left.png,identity,5
822,resnet_pa,3,8,17,animate_003_right.png,animate_004_right.png,identity,6
823,resnet_pa,3,8,17,animate_004_right.png,animate_003_right.png,identity,7
824,resnet_pa,3,8,17,animate_005_left.png,animate_006_left.png,identity,8
825,resnet_pa,3,8,17,animate_006_left.png,animate_005_left.png,identity,9
826,resnet_pa,3,8,17,animate_005_right.png,animate_006_right.png,identity,10
827,resnet_pa,3,8,17,animate_006_right.png,animate_005_right.png,identity,11
828,resnet_pa,3,8,17,animate_007_left.png,animate_008_left.png,identity,12
829,resnet_pa,3,8,17,animate_008_left.png,animate_007_left.png,identity,13
830,resnet_pa,3,8,17,animate_007_right.png,animate_008_right.png,identity,14
831,resnet_pa,3,8,17,animate_008_right.png,animate_007_right.png,identity,15
832,resnet_pa,3,8,17,animate_009_left.png,animate_010_left.png,identity,16
833,resnet_pa,3,8,17,animate_010_left.png,animate_009_left.png,identity,17
834,resnet_pa,3,8,17,animate_009_right.png,animate_010_right.png,identity,18
835,resnet_pa,3,8,17,animate_010_right.png,animate_009_right.png,identity,19
836,resnet_pa,3,8,17,animate_011_left.png,animate_012_left.png,identity,20
837,resnet_pa,3,8,17,animate_012_left.png,animate_011_left.png,identity,21
838,resnet_pa,3,8,17,animate_011_right.png,animate_012_right.png,identity,22
839,resnet_pa,3,8,17,animate_012_right.png,animate_012_right.png,identity,23
888,resnet_pa,3,9,18,animate_001_left.png,animate_001_left.png,background,24
889,resnet_pa,3,9,18,animate_002_left.png,animate_002_left.png,background,25
890,resnet_pa,3,9,18,animate_001_right.png,animate_001_right.png,background,26
891,resnet_pa,3,9,18,animate_002_right.png,animate_002_right.png,background,27
892,resnet_pa,3,9,18,animate_003_left.png,animate_003_left.png,background,28
893,resnet_pa,3,9,18,animate_004_left.png,animate_004_left.png,background,29
894,resnet_pa,3,9,18,animate_003_right.png,animate_003_right.png,background,30
895,resnet_pa,3,9,18,animate_004_right.png,animate_004_right.png,background,31
896,resnet_pa,3,9,18,animate_005_left.png,animate_005_left.png,background,32
897,resnet_pa,3,9,18,animate_006_left.png,animate_006_left.png,background,33
898,resnet_pa,3,9,18,animate_005_right.png,animate_005_right.png,background,34
899,resnet_pa,3,9,18,animate_006_right.png,animate_006_right.png,background,35
900,resnet_pa,3,9,18,animate_007_left.png,animate_007_left.png,background,36
901,resnet_pa,3,9,18,animate_008_left.png,animate_008_left.png,background,37
902,resnet_pa,3,9,18,animate_007_right.png,animate_007_right.png,background,38
903,resnet_pa,3,9,18,animate_008_right.png,animate_008_right.png,background,39
904,resnet_pa,3,9,18,animate_009_left.png,animate_009_left.png,background,40
905,resnet_pa,3,9,18,animate_010_left.png,animate_010_left.png,background,41
906,resnet_pa,3,9,18,animate_009_right.png,animate_009_right.png,background,42
907,resnet_pa,3,9,18,animate_010_right.png,animate_010_right.png,background,43
908,resnet_pa,3,9,18,animate_011_left.png,animate_011_left.png,background,44
909,resnet_pa,3,9,18,animate_012_left.png,animate_012_left.png,background,45
910,resnet_pa,3,9,18,animate_011_right.png,animate_011_right.png,background,46
911,resnet_pa,3,9,18,animate_012_right.png,animate_012_right.png,background,47
912,resnet_pa,3,9,19,animate_001_left.png,animate_002_left.png,identity,0
913,resnet_pa,3,9,19,animate_002_left.png,animate_001_left.png,identity,1
914,resnet_pa,3,9,19,animate_001_right.png,animate_002_right.png,identity,2
915,resnet_pa,3,9,19,animate_002_right.png,animate_001_right.png,identity,3
916,resnet_pa,3,9,19,animate_003_left.png,animate_004_left.png,identity,4
917,resnet_pa,3,9,19,animate_004_left.png,animate_003_left.png,identity,5
918,resnet_pa,3,9,19,animate_003_right.png,animate_004_right.png,identity,6
919,resnet_pa,3,9,19,animate_004_right.png,animate_003_right.png,identity,7
920,resnet_pa,3,9,19,animate_005_left.png,animate_006_left.png,identity,8
921,resnet_pa,3,9,19,animate_006_left.png,animate_005_left.png,identity,9
922,resnet_pa,3,9,19,animate_005_right.png,animate_006_right.png,identity,10
923,resnet_pa,3,9,19,animate_006_right.png,animate_005_right.png,identity,11
924,resnet_pa,3,9,19,animate_007_left.png,animate_008_left.png,identity,12
925,resnet_pa,3,9,19,animate_008_left.png,animate_007_left.png,identity,13
926,resnet_pa,3,9,19,animate_007_right.png,animate_008_right.png,identity,14
927,resnet_pa,3,9,19,animate_008_right.png,animate_007_right.png,identity,15
928,resnet_pa,3,9,19,animate_009_left.png,animate_010_left.png,identity,16
929,resnet_pa,3,9,19,animate_010_left.png,animate_009_left.png,identity,17
930,resnet_pa,3,9,19,animate_009_right.png,animate_010_right.png,identity,18
931,resnet_pa,3,9,19,animate_010_right.png,animate_009_right.png,identity,19
932,resnet_pa,3,9,19,animate_011_left.png,animate_012_left.png,identity,20
933,resnet_pa,3,9,19,animate_012_left.png,animate_011_left.png,identity,21
934,resnet_pa,3,9,19,animate_011_right.png,animate_012_right.png,identity,22
935,resnet_pa,3,9,19,animate_012_right.png,animate_012_right.png,identity,23
